NomProduits;Année;Mois;QuantitéCommandé;MontantCommandé
Vogalene sp FL/150ml;2023;3;24;44?545
Albendazole ubigen 400mg b/50;2023;4;550;44?600
Carben 500 cp B/1;2023;3;57;44?618
Raldol cp;2023;8;60;44?680
Respibien  gtte nasale FL/15ml;2023;7;45;44?685
The catherine b/16;2023;1;20;44?700
Celestene 2mg cp B/20;2023;4;21;44?727
Ibex B/24 cp;2023;2;60;44?736
Acfol 5mg cp bte/25;2023;1;35;44?741
Aspegic 100mg B/20 sachet;2023;3;50;44?810
Cï¿½rï¿½lac 3 fruits;2023;2;18;44?844
Peptex 250mg/250mgsup buv f/200ml;2023;7;33;44?870
Frakidex pde opht T/15g;2023;7;60;44?880
Utrogestan 200 cp;2023;1;11;44?987
Ibex B/24 cp;2023;7;60;45?000
Norflozole sirop;2023;1;34;45?037
Aerius sp 0,5mg/ml Fl/60ml;2023;5;17;45?047
Copivitamin;2023;3;72;45?054
Fluca collyre;2023;5;17;45?057
Nursie 2/900g;2023;1;11;45?364
Flucon cy T/3ml;2023;1;51;45?380
Troynoxa 40;2023;8;24;45?392
Dermobacter sol mouss derm Fl/300ml;2023;4;22;45?420
Soclav 500 sachets b/16;2023;1;12;45?474
Rinogrip sachet;2023;5;37;45?592
Dislep cp B/20;2023;3;11;45?698
Helmintox 750mg sachet;2023;3;51;45?853
Norvel 72 cp;2023;5;35;45?905
Cifran 500mg cp B/10;2023;8;10;45?955
NaN optipro 2 b/400g;2023;6;18;46?080
Naturex sp 100ml;2023;5;40;46?120
Amoxi denk 1000mg cp b/10;2023;1;26;46?122
Alben cp B/1;2023;3;50;46?255
Peptex 250mg/250mgsup buv f/200ml;2023;4;34;46?338
Novex 0.40;2023;5;14;46?346
Vogalene sp FL/150ml;2023;4;25;46?380
Aclav 1g bte 12;2023;2;15;46?425
Ketoderm creme T/15g;2023;8;17;46?446
Cetamyl 1g cp;2023;7;68;46?504
Mag 2 amp buv 10ml B/30 sans sucre;2023;2;16;46?719
Buccothymol BB FL/150ml;2023;9;60;46?760
Aclav 100/12.5 buv fl/30ml;2023;8;30;46?810
Celestene 2mg cp B/20;2023;2;22;46?838
Panadol extra advance 500/65mg cp b/14;2023;6;48;46?944
Advilmed sp ped f/200ml;2023;2;25;47?040
Flub sup buv 30ml;2023;6;35;47?095
Alben cp B/1;2023;1;51;47?122
Soclav 1g b/16 sachets;2023;1;11;47?141
Aclav 1g bte 16;2023;4;9;47?149
Gripex lemon sht b/10;2023;1;29;47?227
Naturex sp 100ml;2023;1;41;47?259
Dipara B/10 cp;2023;6;110;47?300
Fedate gelules;2023;2;26;47?336
Baneocin pde tbe 20g;2023;6;45;47?340
Wormin 100mg susp f/30ml;2023;3;40;47?370
Indocollyre cy 5ml;2023;9;22;47?427
Baneocin pde tbe 20g;2023;5;45;47?470
Prazol B28;2023;1;12;47?637
Verzol cp B/1;2023;4;75;47?700
Faside pde t/15g;2023;9;35;47?725
No300Spa forte B/20 cp;2023;1;21;47?744
Till sol mouss Fl/200ml;2023;3;40;47?745
Uvesterol ADEC sol buvable FL/10ml;2023;4;55;47?750
Amapine 10 cp b/30;2023;7;10;47?760
Till sol mouss Fl/200ml;2023;5;40;47?805
Immun active denk sachets b/20;2023;8;11;47?836
Artegen injetables;2023;2;51;47?838
Amapine 10 cp b/10;2023;8;10;47?890
Cardiurine cp B/30;2023;8;19;47?895
Nursie 1/400g;2023;6;24;47?928
Trimetabol sp FL/150ml;2023;9;22;47?958
Trimetabol sp FL/150ml;2023;6;22;47?982
Astaph 500mg b/24;2023;4;11;48?061
Flagyl 500mg cp B/14;2023;1;32;48?096
Biofar 12vit/12min;2023;7;29;48?185
Fervex AD sach B/8;2023;1;29;48?275
Phytoral shampooing 2% /100ml;2023;9;12;48?291
Perfuseur;2023;4;230;48?350
Astaph 500mg b/24;2023;8;10;48?435
Antalgex T;2023;1;39;48?529
Surdex sp Fl/60ml;2023;7;62;48?546
Almax forte sachet;2023;1;17;48?557
Dazel kit;2023;4;10;48?620
Oedes 20 B28;2023;3;10;48?688
Omepral 20mg cp B/28;2023;7;11;48?693
Hemafer cp a croquer;2023;5;13;48?712
Gripex lemon sht b/10;2023;9;30;48?840
Cï¿½rï¿½lac blï¿½ pot 400g;2023;8;24;48?960
Verzol cp B/1;2023;1;77;48?972
Adione lp 10/10mg cp b/30;2023;3;11;49?031
Neuibu p forte cpr b/100;2023;1;90;49?044
Astaph 250mg sirop fl/100ml;2023;9;16;49?148
Vifex sp FL/100ml;2023;5;42;49?182
Cerelac biscuit;2023;6;24;49?344
Rinogrip sachet;2023;3;40;49?380
Primalan sp FI/60ml;2023;9;40;49?420
Nursie 2/900g;2023;5;12;49?488
Ulzocer cp;2023;3;14;49?530
Nursie 2/400g;2023;1;12;49?620
Cefexol 400mg cp;2023;8;15;49?650
Perispam cp bte 30;2023;2;22;49?760
Aclav 100/12.5 buv fl/30ml;2023;3;32;49?774
Novex 0.40;2023;2;15;49?815
Genforte sp;2023;7;62;49?848
Visceralgine sp FL/150ml ;2023;7;45;49?860
Dislep cp B/20;2023;1;12;49?904
Cefexol 400mg cp;2023;3;15;49?990
Distem cp cp;2023;2;15;50?005
Brustan cp  B/10;2023;7;57;50?093
Omiz 20 b/28;2023;3;14;50?158
Mixtard insul;2023;3;60;50?216
Mixtard insul;2023;7;60;50?220
Revital gel B/30 sans sucre ;2023;9;16;50?230
Zyltan 50mg cp b/30;2023;8;14;50?353
Compresse 40x40;2023;9;60;50?490
Verzol cp B/1;2023;3;80;50?530
Biofar 12vit/12min;2023;1;21;50?614
Melonax 15 cp;2023;8;20;50?660
Buccothymol BB FL/150ml;2023;4;65;50?750
Amoxi denk 500mg;2023;3;32;50?804
Alben cp B/1;2023;8;55;50?985
Melelac 400 ;2023;9;24;51?072
Brimo collyre;2023;4;11;51?090
Acfol 5mg cp bte/25;2023;2;40;51?100
Panadol extra advance 500/65mg cp b/14;2023;1;56;51?113
Aldactone 50mg cp B/20;2023;9;15;51?135
Acfol 5mg cp bte/25;2023;5;40;51?150
Flustaph 500 cp b/24 ;2023;5;15;51?259
Mediclav 1000mg/125mg sht 12;2023;4;20;51?373
Kinal ss aspirine bte 30x6;2023;1;635;51?418
Klipal 600 cp;2023;4;45;51?425
Mediclav 1000mg/125mg sht 12;2023;1;20;51?460
Mediclav 1000mg/125mg sht 12;2023;9;20;51?520
Mediclav 1000mg/125mg sht 12;2023;5;20;51?540
Tardyferon 80mg cp B/30;2023;6;30;51?540
Tegretol LP 400mg cp B/30;2023;9;10;51?670
Ventoline 2.5 /2.5ml sol inh unid b/20;2023;3;20;51?780
Novomix detail;2023;2;15;51?805
Betadine bleue sol gyneco Fl/125ml;2023;4;60;51?820
Eludril pro fl 200ml;2023;7;28;51?964
Vitavit sp FL/100ml;2023;4;37;52?077
Febrilex junior;2023;5;50;52?150
Pantopral D;2023;9;10;52?230
Macromax 500mg  cp b/3;2023;1;14;52?274
Opatanol cy 1mg Fl/1ml;2023;5;16;52?336
Fleming 1g/125mc cp B/16;2023;5;13;52?435
Cyteal sol mouss Fl/500ml;2023;8;20;52?440
Fleming 1g/125mc cp B/16;2023;7;13;52?441
Ibex B/24 cp;2023;8;70;52?490
Amapine 10 cp b/30;2023;5;11;52?547
Moustiquaire circulaire xxl;2023;3;10;52?600
Moustiquaire circulaire xxl;2023;6;10;52?600
Maalox stick 4.3ml bte 20;2023;3;25;52?620
Panadol extra advance 500/65mg cp b/14;2023;9;56;52?648
Xykaa extend 1000mg cp b/20;2023;5;34;52?650
Amapine 10 cp b/10;2023;1;11;52?669
Ibuprofen 400mg Ubigen b/10x10 ;2023;1;310;52?880
Azicure 500 cp;2023;6;15;52?965
Salbutus sp FL/200ml;2023;3;40;52?975
Fludol gï¿½lules b/10x10;2023;1;151;52?990
Salbutus sp FL/200ml;2023;4;40;53?030
Norflozole sirop;2023;7;40;53?040
Marimer baby sol nasal isotoniq spr fl/100ml;2023;8;20;53?060
Baneocin pde tbe 20g;2023;2;50;53?155
Ferro denk;2023;1;15;53?171
Levophta collyre;2023;3;16;53?181
Fervex AD sach B/8;2023;3;32;53?282
Astaph 500mg b/24;2023;7;11;53?297
Astaph 500mg b/24;2023;5;11;53?299
Distem cp cp;2023;1;16;53?371
Aspegic 100mg B/20 sachet;2023;9;60;53?400
Panadol advence 500mg b/16;2023;5;69;53?485
Hyfresh 0.2% sol oph f/10ml;2023;8;12;53?514
Dazel kit;2023;8;11;53?553
Oedes 20 B28;2023;8;11;53?603
Oedes 20 B28;2023;5;11;53?603
Klipal 600 cp;2023;5;47;53?671
Till sol mouss Fl/200ml;2023;4;45;53?775
Till sol mouss Fl/200ml;2023;1;45;53?810
Biofar 12vit/12min;2023;9;24;53?892
Flagyl 500mg cp B/14;2023;5;36;54?108
Zyltan h ;2023;7;12;54?170
Almax forte sachet;2023;4;19;54?309
Apdyl H sp Fl/100ml;2023;6;45;54?365
Cotrimoxazole ubi 400mg cpr 100bl10;2023;1;200;54?500
Aclav 100/12.5 buv fl/30ml;2023;2;35;54?525
Efferalgan 1g cp eff B/8;2023;6;65;54?665
Maalox stick 4.3ml bte 20;2023;1;26;54?808
Panalgic  cp eff B/16;2023;7;70;54?810
Buccothymol BB FL/150ml;2023;6;70;54?880
Visceralgine 20mg suppo B/20;2023;5;50;55?050
Septimyl chlorhex srp 100ml;2023;8;20;55?260
Flucogen 500mg;2023;9;50;55?290
Gripex lemon sht b/10;2023;8;34;55?420
Stimogene sp Fl/200ml;2023;1;33;55?424
Mag 2 amp buv 10ml B/30 sans sucre;2023;4;19;55?518
Revitalose amp B/20;2023;5;17;55?551
Primalan sp FI/60ml;2023;1;45;55?790
Macromax 500mg  cp b/3;2023;7;15;55?962
Vifex sp FL/100ml;2023;1;48;55?999
Carbamazepine gh lp 200mg ;2023;5;17;56?018
Fixim 200 cp;2023;3;34;56?036
Test grossesse;2023;3;20;56?160
Alfamox 1g sachet;2023;6;22;56?166
Bledilait 3 croiss t/900g;2023;9;12;56?208
Saforelle sol fl/250/2;2023;4;20;56?280
Saforelle sol fl/250/2;2023;2;20;56?420
Fleming 1g/125mc cp B/16;2023;1;14;56?454
Diclo pharma5 100mg suppo b/10;2023;4;40;56?480
Raldol cp;2023;1;76;56?508
Ibuprofen 400mg Ubigen b/10x10 ;2023;3;350;56?650
Verzol cp B/1;2023;9;90;56?720
Troynoxa 40;2023;9;30;56?830
Fercefol cp B/30;2023;4;62;56?910
Maalox stick 4.3ml bte 20;2023;6;27;56?943
Roipar 1000 cp eff ;2023;7;72;56?952
Doliprane 1g cp secs B/8 ;2023;2;75;56?965
Klipal 300 cp;2023;7;57;57?000
Neuesone D40mg cap b/30;2023;4;13;57?588
Genclav 1g/125mg pdre buv sach /16;2023;1;13;57?714
NaN optipro 3  b/400g;2023;4;24;57?768
Risperidone 2mg cp bte/20;2023;7;10;57?800
Acupan 20mg inj  B/5amp;2023;7;25;58?150
Dislep cp B/20;2023;4;14;58?154
Duphaston cp B/20;2023;2;15;58?305
Cetamyl 500mg cp  B/20 sans sucre;2023;2;180;58?320
Doliprane 300mg  sachet B/12;2023;8;70;58?370
Dazel kit;2023;2;12;58?414
Antalgex T;2023;4;47;58?460
Astymin SH sol pr perf;2023;7;14;58?683
Buccothymol BB FL/150ml;2023;2;75;58?720
Amaday pl 10mg/8mg cpr b/30;2023;1;9;58?897
Efferalgan 1g cp eff B/8;2023;5;70;59?030
Biofar 12vit/12min;2023;4;30;59?310
Soclav 1g b/12 sachets;2023;1;14;59?533
Wormin 100mg susp f/30ml;2023;1;52;59?619
Salbutus sp FL/200ml;2023;5;45;59?620
Clamoxyl 1g cp disp B/10 sans sucre;2023;2;25;59?621
Baneocin pde tbe 20g;2023;9;57;59?625
Cï¿½rï¿½lac 3 fruits;2023;3;24;59?640
Fercefol cp B/30;2023;1;65;59?672
Saforelle sol fl/250ml;2023;1;37;59?688
Betadine bleue sol gyneco Fl/125ml;2023;1;69;59?732
Xolamol collyre;2023;4;9;59?733
Elle test ;2023;5;66;59?736
Cï¿½rï¿½lac 3 fruits;2023;8;24;59?952
Duphalac sachet B/20;2023;5;32;59?993
Magnes direct denk sachets;2023;4;17;59?996
Flugen cp;2023;7;46;60?030
Doliprane 1g cp secs B/8 ;2023;9;80;60?060
Verzol cp B/1;2023;2;95;60?150
Couche maternitï¿½ soffy bell;2023;6;24;60?288
Apdyl H sp Fl/100ml;2023;2;50;60?380
Maxilase 200 UI sp Fl/125ml;2023;1;37;60?447
Desyrel susp buv fl/200ml;2023;3;35;60?475
Dolex 50 cp;2023;7;55;60?555
Novalgin 500mg cp B/20;2023;7;64;60?608
Septimyl chlorhex srp 100ml;2023;7;22;60?786
Novoclin 1g b/16;2023;2;11;60?934
Cï¿½rï¿½lac blï¿½ pot 400g;2023;3;30;61?350
Seringue 5ml;2023;7;100;61?400
NaN optipro 2 b/400g;2023;2;24;61?440
NaN optipro 2 b/400g;2023;5;24;61?440
NaN optipro 2 b/400g;2023;9;24;61?440
Ketoprofen GH suppo;2023;7;56;61?460
Nucleo CMP forte cp B/30 sans sucre;2023;9;15;61?600
Paracetamol  ubigen /100x10;2023;5;1?100;61?600
Primalac 3;2023;3;14;61?656
Omepral 20mg cp B/28;2023;1;14;61?976
Omepral 20mg cp B/28;2023;2;14;61?983
Omepral 20mg cp B/28;2023;5;14;61?984
Stimogene sp Fl/200ml;2023;5;37;62?030
Aclav 100/12.5 buv fl/30ml;2023;4;40;62?195
Cetamyl 500mg cp  B/20 sans sucre;2023;3;190;62?320
Aclav 100/12.5 buv fl/30ml;2023;9;40;62?420
Pantopral D;2023;3;12;62?710
Apetamin sirop;2023;1;36;62?835
Aspegic 100mg B/20 sachet;2023;4;70;62?860
Genset cp ;2023;2;65;63?055
Genset cp ;2023;6;65;63?180
Dazel kit;2023;9;13;63?292
Biofar 12vit/12min;2023;5;30;63?342
Distem cp cp;2023;7;19;63?359
Naturex sp 100ml;2023;2;55;63?395
Albendazole ubigen 400mg b/50;2023;8;1?000;63?500
Amoxi denk 500mg;2023;2;40;63?580
Diclo pharma5 100mg suppo b/10;2023;5;45;63?665
Bactoclav 1000mg cp;2023;1;24;63?703
Cerelac biscuit;2023;1;31;63?736
Alfamox 1g sachet;2023;4;25;63?765
Elle test ;2023;1;71;63?766
Acfol 5mg cp bte/25;2023;6;50;64?000
Sucria sucre diabete ;2023;4;40;64?000
Efferalgan 500mg  cp eff B/16;2023;6;70;64?190
Ibuprofen 400mg Ubigen b/10x10 ;2023;5;370;64?380
Risperidone 2mg cpr sec b/20;2023;8;10;64?390
Zentel cp B/1;2023;1;60;64?415
Mediclav 1000mg/125mg sht 12;2023;6;25;64?425
Zopan ds 500mg cpas b/100;2023;4;10;64?630
Glucophage 850mg cp B/30;2023;7;31;64?697
Cetamyl 500mg cp  B/20 sans sucre;2023;6;200;65?200
Revitalose amp B/20;2023;6;20;65?315
Utrogestan 200 cp;2023;4;16;65?415
Salbutus sp FL/100ml;2023;7;74;65?416
Trimetabol sp FL/150ml;2023;7;30;65?450
Cetamyl 500mg cp  B/20 sans sucre;2023;5;200;65?600
Doxyatco 100mg gel b/50;2023;5;21;65?688
Advilmed sp ped f/200ml;2023;1;35;65?855
Dologan denk cp;2023;9;25;65?870
Visceralgine 20mg suppo B/20;2023;8;60;65?880
Duphaston cp B/20;2023;5;17;66?130
Neuesone D40mg cap b/30;2023;3;15;66?291
Septyl BB fl/200ml;2023;7;55;66?381
Levophta collyre;2023;4;20;66?480
Ibuprofen 400mg denk plag/10x10 cp;2023;1;209;66?671
Efferalgan sp Fl/90ml;2023;6;80;67?040
Nuravit sp Fl/125ml;2023;4;40;67?090
Tegretol LP 400mg cp B/30;2023;8;13;67?167
Mag 2 amp buv 10ml B/30 sans sucre;2023;1;23;67?192
Mag 2 amp buv 10ml B/30 sans sucre;2023;5;23;67?194
Ibex B/24 cp;2023;5;90;67?500
Efferalgan 1g cp eff B/8;2023;1;80;67?660
Helmintox 750mg sachet;2023;7;75;67?725
Helmintox 750mg sachet;2023;2;75;67?775
Cetamyl 500mg cp  B/20 sans sucre;2023;4;210;67?830
Helmintox 750mg sachet;2023;6;75;67?875
Pantopral D;2023;2;13;67?958
Loxen 10mg/10ml inject b/5;2023;9;20;68?030
Aclav 1g bte 12;2023;3;22;68?044
Dazel kit;2023;1;14;68?158
Soclav 1g b/16 sachets;2023;3;16;68?508
Cifran CT cp B/10;2023;4;13;68?624
Ventoline spray 200 doses;2023;3;30;68?710
Cofantrine ad 80/400mg cp bt/6;2023;7;40;68?760
Ventoline spray 200 doses;2023;6;30;68?820
Ventoline spray 200 doses;2023;2;30;68?830
Aerius sp 0,5mg/ml Fl/60ml;2023;1;26;68?869
Genset cp ;2023;1;71;68?991
Secuvit sp f/250ml;2023;5;34;69?305
Risperidone 2mg cp bte/20;2023;3;12;69?331
Bi orangin 1.5MUI/250mg cp pel b/16;2023;8;17;69?339
Betadine bleue sol gyneco Fl/125ml;2023;9;80;69?370
Levophta collyre;2023;5;21;69?764
Trimetabol sp FL/150ml;2023;3;32;69?804
Richfer gï¿½lules;2023;4;40;69?840
Maximag amp buv B/30;2023;4;22;69?960
Verzol cp B/1;2023;5;110;69?960
Acupan 20mg inj  B/5amp;2023;2;30;70?080
Buccothymol BB FL/150ml;2023;3;90;70?410
Buccothymol BB FL/150ml;2023;5;90;70?480
Novomix detail;2023;3;20;70?525
Netazox 500 cp B/6;2023;1;85;70?620
Dislep cp B/20;2023;8;17;70?651
Azicure 500 cp;2023;2;20;70?745
Carben sp FL/30ml;2023;7;130;70?780
Ferro denk;2023;4;20;70?900
Desyrel susp buv fl/200ml;2023;5;41;70?951
Upsa300 C cp eff B/10;2023;1;106;70?999
Indocollyre cy 5ml;2023;5;33;71?214
Secuvit sp f/250ml;2023;9;35;71?325
Secuvit sp f/250ml;2023;8;35;71?350
Doliprane 1000 mg cp eff B/8 sans sucre;2023;6;90;71?460
Doxy 200mg cp B/8;2023;7;54;71?613
Amaday pl 10mg/8mg cpr b/30;2023;9;11;71?626
Cyteal sol mouss Fl/250ml;2023;9;50;71?630
Physiolac 1;2023;6;18;71?640
Doliprane 1g cp secs B/8 ;2023;4;95;71?725
Doliprane 1g cp secs B/8 ;2023;5;95;71?725
Troynoxa 40;2023;7;38;71?728
Revitalose amp B/20;2023;3;22;71?845
Doliprane 1g cp secs B/8 ;2023;3;95;71?885
Sucria sucre diabete ;2023;3;40;72?000
Novoclin 1g b/16;2023;5;13;72?033
Prï¿½servatif presa;2023;9;180;72?060
Spasfon cp B/30;2023;3;50;72?140
Restriva amp injet im iv5ml b/5;2023;3;77;72?194
Roipar plus cp effe b/16;2023;7;68;72?216
Genset cp ;2023;3;75;72?615
Dexeryl crï¿½me T/200G;2023;6;30;72?900
Dexeryl crï¿½me T/200G;2023;3;30;72?920
Cetamyl 500mg cp  B/20 sans sucre;2023;1;226;72?934
Pantopral D;2023;6;14;73?192
Vogalene sp FL/150ml;2023;1;40;73?237
Restriva amp injet im iv5ml b/5;2023;2;123;73?433
Maxilase 200 UI sp Fl/125ml;2023;5;45;73?575
Nupenta dsr 40mg/10mg/20mg gel b/30;2023;3;11;73?606
Nupenta dsr 40mg/10mg/20mg gel b/30;2023;2;11;73?737
Alcool 70 valda fl/125ml;2023;7;125;73?750
Dynapar 50 cp b/10x10;2023;9;150;73?800
Prenatal denk;2023;4;25;73?930
Flucogen 500mg;2023;7;67;74?355
Nursie 2/400g;2023;5;18;74?418
Antinorex 4mg cp B/30 sans sucre;2023;1;60;74?420
Uvesterol ADEC sol buvable FL/10ml;2023;2;62;74?441
Litacold sirop;2023;5;85;74?650
Macromax 500mg  cp b/3;2023;8;20;74?660
Macromax 500mg  cp b/3;2023;3;20;74?670
Macromax 500mg  cp b/3;2023;9;20;74?680
Bledilait 3 croiss t/900g;2023;3;16;74?944
Duphalac sachet B/20;2023;7;40;75?040
Risperidone 2mg cp bte/20;2023;2;13;75?099
Revitalose amp B/20;2023;4;23;75?159
Efferalgan 500mg  cp eff B/16;2023;2;82;75?170
Advilmed sp ped f/200ml;2023;9;40;75?260
Genclav 1g/125mg pdre buv sach /16;2023;9;17;75?463
Spasfon Lyoc 80mg B/10 sans sucre ;2023;7;45;75?550
Nuravit sp Fl/125ml;2023;1;45;75?765
Fixim 200 cp;2023;4;46;75?833
CAC 1000cp eff B/10;2023;5;60;75?950
Buccothymol BB FL/150ml;2023;1;97;75?952
CAC 1000cp eff B/10;2023;4;60;75?960
Normet sp Fl/30ml;2023;7;58;76?430
Till sol mouss Fl/200ml;2023;8;64;76?484
;2023;4;64;76?499
Tardyferon B9 cp B/30;2023;4;55;76?700
Voltarene emulgel 1% T/50g;2023;7;57;76?779
NaN optipro 2 b/400g;2023;7;30;76?800
Bactoclav 1000mg cp;2023;9;29;76?950
Soclav 1g b/16 sachets;2023;5;18;77?077
Advilmed sp ped f/200ml;2023;3;41;77?163
Tardyferon 20mg/ml enf/ad sol buv f/90ml;2023;1;45;77?290
Aclav 1g bte 12;2023;5;25;77?330
Pregasafe 75mg gel b/30;2023;7;12;77?344
Pregasafe 75mg gel b/30;2023;8;12;77?352
Nidazol 500mg cp B/20;2023;7;73;77?380
Till sol mouss Fl/200ml;2023;7;65;77?515
Genset sp;2023;7;110;77?550
Zentel sp Fl/10ml;2023;1;63;77?612
Doliprane 1g cp secs B/8 ;2023;1;103;77?745
Betadine jaune sol dermique Fl/125ml;2023;8;80;77?820
Dazel kit;2023;3;16;77?894
Flagyl 500mg cp B/14;2023;3;52;78?000
Cyteal sol mouss Fl/500ml;2023;1;30;78?202
Escodyne cpeff  B/10;2023;7;63;79?116
Fluomac gel 150mg b/1;2023;8;153;79?157
NaN optipro 1 b/400g;2023;2;30;79?188
NaN optipro 3  b/400g;2023;1;33;79?258
Spasfon cp B/30;2023;5;55;79?420
Spasfon cp B/30;2023;2;55;79?420
Secuvit sp f/250ml;2023;4;39;79?493
Drill rhume cp;2023;7;62;79?608
Genskin creme solaire anti300age t/150g;2023;9;10;79?640
Omepral 20mg cp B/28;2023;3;18;79?667
Amaday 10mg cp B/30;2023;7;18;79?812
Efferalgan 500mg  cp eff B/16;2023;1;87;79?829
Genclav 1g/125mg pdre buv sach /16;2023;5;18;79?921
Sucria sucre diabete ;2023;5;40;80?000
Sucria sucre diabete ;2023;6;40;80?000
Helmintox 250mg cp B/3;2023;7;70;80?080
Bilaxten 20mg cp b/10;2023;4;29;80?235
Ibuprofen GH cp b/10x10;2023;4;80;80?260
Nupenta cp;2023;4;13;80?365
Paracetamol kabi 10mg/ml perf f/100ml;2023;7;72;80?416
Antinorex 4mg cp B/30 sans sucre;2023;3;65;80?530
Rapidex 500/10/30,5mg cp b/80;2023;8;40;80?600
Litacold respi/ inhalateur b/10X10;2023;3;100;81?100
Prï¿½servatif presa;2023;3;180;81?240
Alfamox 1g sachet;2023;3;32;81?336
Secuvit sp f/250ml;2023;1;40;81?461
Vitavit sp FL/100ml;2023;7;50;82?300
Netazox 500 cp B/6;2023;2;62;82?388
Maximag amp buv B/30;2023;3;26;82?546
Nursie 1/900g;2023;5;20;82?655
Baneocin pde tbe 20g;2023;8;79;82?713
Cotipred 20 cp;2023;5;23;82?721
Cyteal sol mouss Fl/250ml;2023;2;58;83?050
Curam 1000mg cp B/10;2023;5;15;83?175
Bibactin 240mg sp Fl/100ml;2023;7;95;83?190
Secuvit sp f/250ml;2023;3;41;83?515
Brimo collyre;2023;5;18;83?599
Pantopral D;2023;5;16;83?655
Efferalgan sp Fl/90ml;2023;4;100;83?800
Aldomet 500mg cp B/30;2023;8;30;83?890
Aclav 1g bte 16;2023;7;16;83?936
Paracetamol  ubigen /100x10;2023;7;1?500;84?100
Neuesone D40mg cap b/30;2023;7;19;84?143
Nuravit sp Fl/125ml;2023;6;50;84?150
Efferalgan 1g cp eff B/8;2023;4;100;84?280
Primalan sp FI/60ml;2023;7;68;84?318
Fructines vichy 5mg cp ;2023;7;68;84?320
Maalox stick 4.3ml bte 20;2023;5;40;84?360
Apdyl H sp Fl/100ml;2023;3;70;84?390
Diclo pharma5 100mg suppo b/10;2023;2;60;84?580
Novomix detail;2023;1;30;84?610
Amaday pl 10mg/8mg cpr b/30;2023;5;13;84?712
Antinorex sp 2mg/5ml Fl/125 ml sans sucre;2023;7;90;84?960
Elle test ;2023;2;95;85?190
NaN optipro 1 b/400g;2023;6;38;85?680
Soclav 1g b/16 sachets;2023;6;20;85?780
Cyteal sol mouss Fl/250ml;2023;7;60;85?860
Diclo pharma5 100mg suppo b/10;2023;3;61;86?239
Desyrel susp buv fl/200ml;2023;1;50;86?493
NaN optipro 3  b/400g;2023;3;36;86?496
Risperidone 2mg cp bte/20;2023;8;15;86?700
Biofar Multi/ 12 vitamine cp effer B/20 sans sucre;2023;8;59;86?789
Bactoclav 1000mg cp;2023;4;33;87?540
Dexeryl crï¿½me T/200G;2023;7;36;87?552
Bactoclav 1000mg cp;2023;7;33;87?567
Dazel kit;2023;7;18;87?632
Apramol 1g eff;2023;7;110;87?770
Carmox300250 sp;2023;4;100;88?100
Azicure 500 cp;2023;3;25;88?440
Amloperin cp 10/10;2023;4;10;88?586
Amloperin cp 10/10;2023;1;10;88?630
Maximag amp buv B/30;2023;2;28;88?998
Flucon cy T/3ml;2023;7;100;89?000
Bledilait 3 croiss t/900g;2023;5;19;89?032
Spasmotroy 80 cp;2023;7;49;89?376
Cï¿½rï¿½lac 3 fruits;2023;5;40;89?582
Acfol 5mg cp bte/25;2023;7;70;89?600
Nursie 1/400g;2023;3;43;89?605
Helmintox 750mg sachet;2023;4;100;89?850
Prï¿½servatif presa;2023;5;240;89?880
Helmintox 750mg sachet;2023;9;100;90?202
Pregasafe 75mg gel b/30;2023;5;14;90?244
Helmintox 750mg sachet;2023;8;100;90?400
Helmintox 750mg sachet;2023;5;100;90?475
Tothema amp B/20;2023;6;32;90?592
Tothema amp B/20;2023;1;32;90?597
Tothema amp B/20;2023;4;32;90?609
Biofar 12vit/12min;2023;3;35;91?101
Amoxicilline 500 Ubigen b/10x12;2023;2;170;91?290
Alfamox 1g sachet;2023;1;36;91?490
Ventoline spray 200 doses;2023;9;40;91?660
Largactil cp B/30;2023;7;59;92?040
Norvel 72 cp;2023;7;70;92?050
CAC 1000cp eff B/10;2023;6;70;92?360
Nuravit sp Fl/125ml;2023;2;55;92?565
;2023;2;36;92?730
Paracetamol  ubigen /100x10;2023;1;1?658;92?848
Antinorex 4mg cp B/30 sans sucre;2023;2;75;93?030
Antinorex 4mg cp B/30 sans sucre;2023;4;75;93?075
Amoxiclav denk sachet B/12;2023;9;22;93?128
Dynamogen amp B/20;2023;2;35;93?935
Dynamogen amp B/20;2023;1;35;93?990
Vaxigrip;2023;5;20;94?080
Soclav 1g b/16 sachets;2023;4;22;94?265
Tardyferon 20mg/ml enf/ad sol buv f/90ml;2023;6;45;94?390
Rinomicine sachets;2023;7;75;94?650
Biofar 12vit/12min;2023;8;48;94?896
Dacryoserum sol oculaire unidose/20;2023;7;46;94?898
Marimer baby sol nasal isotoniq spr fl/100ml;2023;7;36;94?932
NaN optipro 1 b/400g;2023;4;36;95?028
NaN optipro 1 b/400g;2023;3;36;95?028
Rinogrip sachet;2023;7;77;95?172
Defal 30mg cp;2023;4;18;95?204
Azicure 500 cp;2023;4;27;95?476
Nursie 1/400g;2023;2;48;95?844
Apetamin sirop;2023;7;55;96?030
Efferalgan 500mg  cp eff B/16;2023;3;105;96?200
Apdyl H sp Fl/100ml;2023;5;80;96?670
Saforelle sol fl/250ml;2023;8;60;97?020
Duphaston cp B/20;2023;4;25;97?240
Dynapar gel;2023;7;105;97?650
Amaday pl 10mg/8mg cpr b/30;2023;8;15;97?785
